date,amount,currency,category,subcategory,tags,note
2025-06-06,-90.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-06-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-06-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-06-09,-58.00,PEN,Transporte,Taxis y apps,,Uber
2025-06-10,-298.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-06-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-06-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-06-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-06-14,-42.00,PEN,Alimentación,Delivery,,Viernes
2025-06-15,-320.00,PEN,Compras,Regalos y detalles,Social,Día papá
2025-06-16,-310.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-06-17,-150.00,PEN,Alimentación,Restaurantes,Social,Almuerzo papá
2025-06-18,-65.00,PEN,Transporte,Taxis y apps,,Uber
2025-06-19,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-06-20,700.00,PEN,Ingresos,Facturación y freelance,,Proyecto app
2025-06-21,-95.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Cumpleaños
2025-06-22,-48.00,PEN,Alimentación,Delivery,,Pizza
2025-06-23,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-06-24,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-06-25,-52.00,PEN,Transporte,Taxis y apps,,InDriver
2025-06-26,-288.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-06-27,-120.00,PEN,Compras,Cuidado personal y belleza,,Belleza
2025-06-28,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Viernes
2025-06-29,-38.00,PEN,Alimentación,Delivery,,Rápida
2025-06-30,-315.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-06-10,950.00,USD,Ingresos,Facturación y freelance,,Cliente US
2025-06-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-06-20,-120.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2025-06-25,-85.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-06-30,-150.00,USD,Personal,Educación y desarrollo,,Certificación
2025-07-01,4500.00,PEN,Ingresos,Salario,,Sueldo julio
2025-07-02,4500.00,PEN,Ingresos,Salario,,Gratificación
2025-07-03,-295.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-07-04,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-07-05,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-07-06,-158.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-07-07,-85.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-07-08,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-07-09,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-07-10,-62.00,PEN,Transporte,Taxis y apps,,Uber
2025-07-11,-310.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-07-12,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-07-13,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-07-14,-850.00,PEN,Compras,Tecnología y accesorios,,Smartwatch
2025-07-15,-308.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-07-16,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-07-17,-45.00,PEN,Alimentación,Delivery,,Viernes
2025-07-18,-298.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-07-19,-180.00,PEN,Entretenimiento,Espectáculos y eventos,,Cine
2025-07-20,-68.00,PEN,Transporte,Taxis y apps,,Uber
2025-07-21,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-07-22,-450.00,PEN,Compras,Ropa y calzado,,Ropa invierno
2025-07-23,-95.00,PEN,Compras,Cuidado personal y belleza,,Productos
2025-07-24,-42.00,PEN,Alimentación,Delivery,,Pizza
2025-07-25,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-07-26,-85.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Fiestas patrias
2025-07-27,-320.00,PEN,Alimentación,Supermercados y bodegas,,Fiestas
2025-07-28,-250.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Patrias
2025-07-29,-150.00,PEN,Alimentación,Restaurantes,Social,Almuerzo familiar
2025-07-30,-55.00,PEN,Transporte,Taxis y apps,,InDriver
2025-07-31,-310.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-07-10,1800.00,USD,Ingresos,Facturación y freelance,,Proyecto grande US
2025-07-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-07-20,-280.00,USD,Compras,Tecnología y accesorios,,Tech upgrade
2025-07-25,-95.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2025-07-30,-120.00,USD,Entretenimiento,Hobbies y gaming,,Games
2025-08-01,4500.00,PEN,Ingresos,Salario,,Sueldo agosto
2025-08-02,-302.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-08-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-08-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-08-05,-162.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-08-06,-88.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-08-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-08-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-08-09,-55.00,PEN,Transporte,Taxis y apps,,Uber
2025-08-10,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-08-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-08-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-08-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-08-14,-42.00,PEN,Alimentación,Delivery,,Viernes
2025-08-15,-308.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-08-16,-120.00,PEN,Entretenimiento,Deportes y recreación,Social,Paddle
2025-08-17,-65.00,PEN,Transporte,Taxis y apps,,Uber
2025-08-18,-290.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-08-19,-95.00,PEN,Compras,Cuidado personal y belleza,,Skincare
2025-08-20,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2025-08-21,-48.00,PEN,Alimentación,Delivery,,Sushi
2025-08-22,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-08-23,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-08-24,-52.00,PEN,Transporte,Taxis y apps,,InDriver
2025-08-25,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-08-26,-380.00,PEN,Mascotas y animales,Salud veterinaria,,Chequeo Rocky
2025-08-27,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-08-28,-38.00,PEN,Alimentación,Delivery,,Rápida
2025-08-29,-310.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-08-30,-180.00,PEN,Personal,Belleza y estética,,Corte color
2025-08-31,-145.00,PEN,Compras,Farmacia y botiquín,,Medicinas
2025-08-08,800.00,USD,Ingresos,Facturación y freelance,,Proyecto US
2025-08-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-08-20,-85.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2025-08-25,-150.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-08-30,-95.00,USD,Personal,Educación y desarrollo,,Curso
2025-09-01,4500.00,PEN,Ingresos,Salario,,Sueldo septiembre
2025-09-02,-298.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-09-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-09-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-09-05,-155.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-09-06,-85.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-09-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-09-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-09-09,-62.00,PEN,Transporte,Taxis y apps,,Uber
2025-09-10,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-09-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-09-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-09-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-09-14,-45.00,PEN,Alimentación,Delivery,,Pizza
2025-09-15,800.00,PEN,Ingresos,Facturación y freelance,,Proyecto
2025-09-16,-310.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-09-17,-250.00,PEN,Personal,Educación y desarrollo,,Certificación
2025-09-18,-65.00,PEN,Transporte,Taxis y apps,,Uber
2025-09-19,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-09-20,-95.00,PEN,Compras,Cuidado personal y belleza,,Productos
2025-09-21,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Viernes
2025-09-22,-42.00,PEN,Alimentación,Delivery,,Delivery
2025-09-23,-308.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-09-24,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-09-25,-55.00,PEN,Transporte,Taxis y apps,,InDriver
2025-09-26,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-09-27,-120.00,PEN,Entretenimiento,Espectáculos y eventos,,Teatro
2025-09-28,-85.00,PEN,Alimentación,Restaurantes,Social,Brunch
2025-09-29,-38.00,PEN,Alimentación,Delivery,,Lunes
2025-09-30,-315.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-09-10,1000.00,USD,Ingresos,Facturación y freelance,,Cliente US
2025-09-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-09-20,-120.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2025-09-25,-180.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-09-30,-85.00,USD,Personal,Educación y desarrollo,,Curso
2025-10-01,4500.00,PEN,Ingresos,Salario,,Sueldo octubre
2025-10-02,-302.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-10-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-10-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-10-05,-168.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-10-06,-90.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-10-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-10-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-10-09,-58.00,PEN,Transporte,Taxis y apps,,Uber
2025-10-10,-298.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-10-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-10-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-10-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-10-14,-42.00,PEN,Alimentación,Delivery,,Viernes
2025-10-15,-310.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-10-16,-350.00,PEN,Compras,Ropa y calzado,,Chaqueta
2025-10-17,-68.00,PEN,Transporte,Taxis y apps,,Uber
2025-10-18,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-10-19,-95.00,PEN,Compras,Cuidado personal y belleza,,Skincare
2025-10-20,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2025-10-21,-48.00,PEN,Alimentación,Delivery,,Sushi
2025-10-22,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-10-23,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-10-24,-52.00,PEN,Transporte,Taxis y apps,,InDriver
2025-10-25,-288.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-10-26,-120.00,PEN,Entretenimiento,Deportes y recreación,Social,Fútbol
2025-10-27,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-10-28,-38.00,PEN,Alimentación,Delivery,,Rápida
2025-10-29,-315.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-10-30,-180.00,PEN,Compras,Hogar y decoración,,Halloween
2025-10-31,-280.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Halloween
2025-10-08,850.00,USD,Ingresos,Facturación y freelance,,Proyecto US
2025-10-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-10-20,-95.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2025-10-25,-150.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-10-31,-120.00,USD,Entretenimiento,Hobbies y gaming,,Halloween games
2025-11-01,4500.00,PEN,Ingresos,Salario,,Sueldo noviembre
2025-11-02,-295.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-11-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-11-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-11-05,-172.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-11-06,-92.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-11-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-11-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-11-09,-62.00,PEN,Transporte,Taxis y apps,,Uber
2025-11-10,-308.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-11-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-11-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-11-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-11-14,-45.00,PEN,Alimentación,Delivery,,Pizza
2025-11-15,-310.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-11-16,-65.00,PEN,Transporte,Taxis y apps,,Uber
2025-11-17,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-11-18,-450.00,PEN,Personal,Salud y atención médica,,Oftalmólogo
2025-11-19,-95.00,PEN,Compras,Cuidado personal y belleza,,Belleza
2025-11-20,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Jueves
2025-11-21,-42.00,PEN,Alimentación,Delivery,,Rápida
2025-11-22,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-11-23,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-11-24,-58.00,PEN,Transporte,Taxis y apps,,InDriver
2025-11-25,-550.00,PEN,Compras,Regalos y detalles,,Regalos navidad
2025-11-26,-320.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-11-27,-180.00,PEN,Compras,Hogar y decoración,,Decoración navidad
2025-11-28,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-11-29,-950.00,PEN,Compras,Tecnología y accesorios,,Black Friday
2025-11-30,-340.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-11-10,1200.00,USD,Ingresos,Facturación y freelance,,Proyecto grande US
2025-11-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-11-20,-85.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2025-11-25,-350.00,USD,Compras,Tecnología y accesorios,,Black Friday US
2025-11-29,-180.00,USD,Compras,Ropa y calzado,,Amazon ropa
2025-11-30,-95.00,USD,Personal,Educación y desarrollo,,Curso
2025-12-01,4500.00,PEN,Ingresos,Salario,,Sueldo diciembre
2025-12-02,4500.00,PEN,Ingresos,Salario,,Gratificación
2025-12-03,-365.00,PEN,Alimentación,Supermercados y bodegas,,Wong navidad
2025-12-04,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-12-05,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-12-06,-185.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-12-07,-95.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-12-08,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-12-09,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-12-10,-420.00,PEN,Alimentación,Supermercados y bodegas,,Navideñas
2025-12-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-12-12,-750.00,PEN,Compras,Regalos y detalles,,Regalos familia
2025-12-13,-85.00,PEN,Transporte,Taxis y apps,,Uber compras
2025-12-14,-350.00,PEN,Alimentación,Supermercados y bodegas,,Cena navidad
2025-12-15,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-12-16,-480.00,PEN,Compras,Ropa y calzado,,Ropa fiestas
2025-12-17,-75.00,PEN,Alimentación,Delivery,,Trabajo
2025-12-18,-120.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Brindis
2025-12-19,-380.00,PEN,Alimentación,Supermercados y bodegas,,Año nuevo
2025-12-20,-420.00,PEN,Compras,Regalos y detalles,Social,Amigos
2025-12-21,-85.00,PEN,Transporte,Taxis y apps,,Uber fiestas
2025-12-22,-165.00,PEN,Alimentación,Restaurantes,Social,Pre-navidad
2025-12-23,-250.00,PEN,Compras,Hogar y decoración,,Decoración
2025-12-24,-480.00,PEN,Alimentación,Supermercados y bodegas,,Nochebuena
2025-12-25,-180.00,PEN,Entretenimiento,Salidas en pareja,Social,Navidad
2025-12-26,-85.00,PEN,Mascotas y animales,Accesorios y juguetes,,Regalo Rocky
2025-12-27,-72.00,PEN,Transporte,Taxis y apps,,Uber
2025-12-28,-340.00,PEN,Alimentación,Supermercados y bodegas,,Año nuevo
2025-12-29,-280.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Pre año nuevo
2025-12-30,-150.00,PEN,Alimentación,Restaurantes,,Cena 30
2025-12-31,-380.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Año nuevo
2025-12-05,2200.00,USD,Ingresos,Facturación y freelance,,Bono fin año US
2025-12-10,-400.00,USD,Compras,Tecnología y accesorios,,Tech regalo
2025-12-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-12-18,-220.00,USD,Compras,Regalos y detalles,,Regalos US
2025-12-22,-95.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps anuales
2025-12-26,-150.00,USD,Entretenimiento,Hobbies y gaming,,Games navidad
2025-12-30,-85.00,USD,Compras,Otros,,Amazon varios
2026-01-01,4500.00,PEN,Ingresos,Salario,,Sueldo enero
2026-01-02,-295.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2026-01-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2026-01-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2026-01-05,-168.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2026-01-06,-88.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2026-01-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2026-01-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2026-01-09,-58.00,PEN,Transporte,Taxis y apps,,Uber
2026-01-10,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2026-01-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2026-01-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2026-01-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2026-01-14,-42.00,PEN,Alimentación,Delivery,,Miércoles
2026-01-15,-298.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2026-01-16,-95.00,PEN,Compras,Cuidado personal y belleza,,Skincare
2026-01-17,-65.00,PEN,Transporte,Taxis y apps,,Uber
2026-01-18,-308.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2026-01-19,-120.00,PEN,Entretenimiento,Deportes y recreación,Social,Paddle
2026-01-20,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2026-01-21,-48.00,PEN,Alimentación,Delivery,,Pizza
2026-01-22,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2026-01-23,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2026-01-24,-52.00,PEN,Transporte,Taxis y apps,,InDriver
2026-01-25,-310.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2026-01-26,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2026-01-05,900.00,USD,Ingresos,Facturación y freelance,,Proyecto US enero
2026-01-10,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2026-01-15,-85.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2026-01-20,-120.00,USD,Compras,Tecnología y accesorios,,Amazon
2026-01-25,-95.00,USD,Personal,Educación y desarrollo,,Curso
